DATE,DEXCAUS
2022-05-17,1.2839
2022-05-18,1.2838
2022-05-19,1.2821
2022-05-20,1.2837
2022-05-23,1.2784
2022-05-24,1.284
2022-05-25,1.2837
2022-05-26,1.2788
2022-05-27,1.274
2022-05-30,.
2022-05-31,1.2639
2022-06-01,1.267
2022-06-02,1.2587
2022-06-03,1.2581
2022-06-06,1.257
2022-06-07,1.255
2022-06-08,1.2524
2022-06-09,1.2651
2022-06-10,1.2782
2022-06-13,1.2851
2022-06-14,1.2933
2022-06-15,1.297
2022-06-16,1.2925
2022-06-17,1.3054
2022-06-20,.
2022-06-21,1.2927
2022-06-22,1.2932
2022-06-23,1.2979
2022-06-24,1.2919
2022-06-27,1.287
2022-06-28,1.2882
2022-06-29,1.2861
2022-06-30,1.2871
2022-07-01,1.2915
2022-07-04,.
2022-07-05,1.3064
2022-07-06,1.3052
2022-07-07,1.2988
2022-07-08,1.2947
2022-07-11,1.2979
2022-07-12,1.3003
2022-07-13,1.2956
2022-07-14,1.31
2022-07-15,1.3041
2022-07-18,1.2919
2022-07-19,1.2887
2022-07-20,1.2875
2022-07-21,1.2885
2022-07-22,1.2861
2022-07-25,1.2845
2022-07-26,1.2891
2022-07-27,1.2881
2022-07-28,1.2835
2022-07-29,1.2801
2022-08-01,1.283
2022-08-02,1.2855
2022-08-03,1.2869
2022-08-04,1.2852
2022-08-05,1.2942
2022-08-08,1.2854
2022-08-09,1.288
2022-08-10,1.2773
2022-08-11,1.2744
2022-08-12,1.2783
2022-08-15,1.2891
2022-08-16,1.2874
2022-08-17,1.2932
2022-08-18,1.2945
2022-08-19,1.2994
2022-08-22,1.3038
2022-08-23,1.2945
2022-08-24,1.2969
2022-08-25,1.2944
2022-08-26,1.3006
2022-08-29,1.3001
2022-08-30,1.309
2022-08-31,1.3091
2022-09-01,1.316
2022-09-02,1.3089
2022-09-05,.
2022-09-06,1.3122
2022-09-07,1.3166
2022-09-08,1.3118
2022-09-09,1.3036
2022-09-12,1.2976
2022-09-13,1.3123
2022-09-14,1.3156
2022-09-15,1.3204
2022-09-16,1.3273
2022-09-19,1.3287
2022-09-20,1.3339
2022-09-21,1.3397
2022-09-22,1.3499
2022-09-23,1.3581
2022-09-26,1.3745
2022-09-27,1.3738
2022-09-28,1.3648
2022-09-29,1.37
2022-09-30,1.3752
2022-10-03,1.3651
2022-10-04,1.3551
2022-10-05,1.3662
2022-10-06,1.3732
2022-10-07,1.3692
2022-10-10,.
2022-10-11,1.3737
2022-10-12,1.3797
2022-10-13,1.3744
2022-10-14,1.3873
2022-10-17,1.3723
2022-10-18,1.379
2022-10-19,1.3783
2022-10-20,1.3715
2022-10-21,1.3673
2022-10-24,1.3704
2022-10-25,1.3616
2022-10-26,1.3551
2022-10-27,1.3532
2022-10-28,1.3622
